season;race_num;race_name;race_date;driver;car;team;team_group;rank;grid;laps;retired;ptsl
3;3;2017 Buenos Aires;18/02/2017;Stephane Sarrazin;4;Venturi;VENTURI;12;11;37;0;0,0,0
3;3;2017 Buenos Aires;18/02/2017;Mitch Evans;20;Jaguar;JAGUAR;13;7;37;0;0,0,0
3;3;2017 Buenos Aires;18/02/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;14;13;37;0;0,0,0
3;3;2017 Buenos Aires;18/02/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;15;12;37;0;0,0,0
3;3;2017 Buenos Aires;18/02/2017;Ma Qing Hua;33;Techeetah-Renault;TECHEETAH;16;19;37;0;0,0,0
3;3;2017 Buenos Aires;18/02/2017;Adam Carroll;47;Jaguar;JAGUAR;17;15;37;0;0,0,0
3;3;2017 Buenos Aires;18/02/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;18;8;37;0;0,0,1
3;3;2017 Buenos Aires;18/02/2017;Maro Engel;5;Venturi;VENTURI;99;20;37;1;0,0,0
3;3;2017 Buenos Aires;18/02/2017;Sam Bird;2;Virgin-Citroën;VIRGIN;99;10;37;1;0,0,0
3;4;2017 Mexico City;01/04/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;1;15;45;0;25,0,0
3;4;2017 Mexico City;01/04/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;2;3;45;0;18,0,0
3;4;2017 Mexico City;01/04/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;3;5;45;0;15,0,0
3;4;2017 Mexico City;01/04/2017;Mitch Evans;20;Jaguar;JAGUAR;4;11;45;0;12,0,0
3;4;2017 Mexico City;01/04/2017;Nico Prost;8;e.dams-Renault;NISSAN_RENAULT;5;13;45;0;10,0,0
3;4;2017 Mexico City;01/04/2017;Jose María López;37;Virgin-Citröen;VIRGIN;6;2;45;0;8,0,0
3;4;2017 Mexico City;01/04/2017;Daniel Abt;66;Audi Sport ABT;AUDI;7;18;45;0;6,0,0
3;4;2017 Mexico City;01/04/2017;Adam Carroll;47;Jaguar;JAGUAR;8;10;45;0;4,0,0
3;4;2017 Mexico City;01/04/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;9;16;45;0;2,0,0
3;4;2017 Mexico City;01/04/2017;Esteban Gutierrez;33;Techeetah-Renault;TECHEETAH;10;9;45;0;1,0,0
3;4;2017 Mexico City;01/04/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;11;14;45;0;0,0,0
3;4;2017 Mexico City;01/04/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;12;4;45;0;0,0,0
3;4;2017 Mexico City;01/04/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;13;19;45;0;0,0,0
3;4;2017 Mexico City;01/04/2017;Sebastien Buemi;9;e.dams-Renault;NISSAN_RENAULT;14;7;45;0;0,0,1
3;4;2017 Mexico City;01/04/2017;Stephane Sarrazin;4;Venturi;VENTURI;15;17;45;0;0,0,0
3;4;2017 Mexico City;01/04/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;16;8;45;0;0,0,0
3;4;2017 Mexico City;01/04/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;99;6;45;1;0,0,0
3;4;2017 Mexico City;01/04/2017;Loïc Duval;6;Dragon-Penske;DRAGON;99;20;45;1;0,0,0
3;4;2017 Mexico City;01/04/2017;Maro Engel;5;Venturi;VENTURI;99;12;45;1;0,0,0
3;4;2017 Mexico City;01/04/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;99;1;45;1;0,3,0
3;5;2017 Monaco;13/05/2017;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;1;1;51;0;25,3,0
3;5;2017 Monaco;13/05/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;2;2;51;0;18,0,0
3;5;2017 Monaco;13/05/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;3;8;51;0;15,0,0
3;5;2017 Monaco;13/05/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;4;3;51;0;12,0,0
3;5;2017 Monaco;13/05/2017;Maro Engel;5;Venturi;VENTURI;5;5;51;0;10,0,0
3;5;2017 Monaco;13/05/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;6;6;51;0;8,0,0
3;5;2017 Monaco;13/05/2017;Daniel Abt;66;Audi Sport ABT;AUDI;7;9;51;0;6,0,0
3;5;2017 Monaco;13/05/2017;Esteban Gutierrez;33;Techeetah-Renault;TECHEETAH;8;13;51;0;4,0,0
3;5;2017 Monaco;13/05/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;9;18;51;0;2,0,0
3;5;2017 Monaco;13/05/2017;Mitch Evans;20;Jaguar;JAGUAR;10;14;51;0;1,0,0
3;5;2017 Monaco;13/05/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;11;25;51;0;0,0,0
3;5;2017 Monaco;13/05/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;12;12;51;0;0,0,0
3;5;2017 Monaco;13/05/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;13;15;51;0;0,0,0
3;5;2017 Monaco;13/05/2017;Adam Carroll;47;Jaguar;JAGUAR;14;17;51;0;0,0,0
3;5;2017 Monaco;13/05/2017;Stephane Sarrazin;4;Venturi;VENTURI;15;11;51;0;0,0,0
3;5;2017 Monaco;13/05/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;99;19;51;1;0,0,0
3;5;2017 Monaco;13/05/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;99;4;51;1;0,0,0
3;5;2017 Monaco;13/05/2017;Jose María López;37;Virgin-Citröen;VIRGIN;99;7;51;1;0,0,0
3;5;2017 Monaco;13/05/2017;Loïc Duval;6;Dragon-Penske;DRAGON;99;20;51;1;0,0,0
3;5;2017 Monaco;13/05/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;99;10;51;1;0,0,1
3;6;2017 Paris;20/05/2017;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;1;1;49;0;25,3,0
3;6;2017 Paris;20/05/2017;Jose María López;37;Virgin-Citröen;VIRGIN;2;3;49;0;18,0,0
3;6;2017 Paris;20/05/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;3;5;49;0;15,0,0
3;6;2017 Paris;20/05/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;4;6;49;0;12,0,0
3;6;2017 Paris;20/05/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;5;9;49;0;10,0,0
3;6;2017 Paris;20/05/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;6;7;49;0;8,0,0
3;6;2017 Paris;20/05/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;7;11;49;0;6,0,0
3;6;2017 Paris;20/05/2017;Tom Dillmann;5;Venturi;VENTURI;8;15;49;0;4,0,0
3;6;2017 Paris;20/05/2017;Mitch Evans;20;Jaguar;JAGUAR;9;8;49;0;2,0,0
3;6;2017 Paris;20/05/2017;Stephane Sarrazin;4;Venturi;VENTURI;10;20;49;0;1,0,0
3;6;2017 Paris;20/05/2017;Esteban Gutierrez;33;Techeetah-Renault;TECHEETAH;11;4;49;0;0,0,0
3;6;2017 Paris;20/05/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;12;14;49;0;0,0,0
3;6;2017 Paris;20/05/2017;Mike Conway;6;Dragon-Penske;DRAGON;13;10;49;0;0,0,0
3;6;2017 Paris;20/05/2017;Adam Carroll;47;Jaguar;JAGUAR;14;19;49;0;0,0,0
3;6;2017 Paris;20/05/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;15;18;49;0;0,0,1
3;6;2017 Paris;20/05/2017;Daniel Abt;66;Audi Sport ABT;AUDI;99;16;49;1;0,0,0
3;6;2017 Paris;20/05/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;99;13;49;1;0,0,0
3;6;2017 Paris;20/05/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;99;12;49;1;0,0,0
3;6;2017 Paris;20/05/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;99;17;49;1;0,0,0
3;6;2017 Paris;20/05/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;99;2;49;1;0,0,0
3;7;2017 Berlin;10/06/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;1;3;44;0;25,0,0
3;7;2017 Berlin;10/06/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;2;1;44;0;18,3,0
3;7;2017 Berlin;10/06/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;3;4;44;0;15,0,0
3;7;2017 Berlin;10/06/2017;Jose María López;37;Virgin-Citröen;VIRGIN;4;2;44;0;12,0,0
3;7;2017 Berlin;10/06/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;5;9;44;0;10,0,0
3;7;2017 Berlin;10/06/2017;Daniel Abt;66;Audi Sport ABT;AUDI;6;8;44;0;8,0,0
3;7;2017 Berlin;10/06/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;7;5;44;0;6,0,0
3;7;2017 Berlin;10/06/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;8;6;44;0;4,0,0
3;7;2017 Berlin;10/06/2017;Maro Engel;5;Venturi;VENTURI;9;11;44;0;2,0,0
3;7;2017 Berlin;10/06/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;10;7;44;0;1,0,0
3;7;2017 Berlin;10/06/2017;Stephane Sarrazin;33;Techeetah-Renault;TECHEETAH;11;12;44;0;0,0,0
3;7;2017 Berlin;10/06/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;12;13;44;0;0,0,0
3;7;2017 Berlin;10/06/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;13;10;44;0;0,0,0
3;7;2017 Berlin;10/06/2017;Adam Carroll;47;Jaguar;JAGUAR;14;18;44;0;0,0,0
3;7;2017 Berlin;10/06/2017;Loïc Duval;6;Dragon-Penske;DRAGON;15;19;44;0;0,0,0
3;7;2017 Berlin;10/06/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;16;20;44;0;0,0,0
3;7;2017 Berlin;10/06/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;17;17;44;0;0,0,0
3;7;2017 Berlin;10/06/2017;Tom Dillmann;4;Venturi;VENTURI;18;15;44;0;0,0,0
3;7;2017 Berlin;10/06/2017;Mitch Evans;20;Jaguar;JAGUAR;99;16;44;1;0,0,1
3;7;2017 Berlin;10/06/2017;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;99;14;44;1;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;1;2;46;0;25,0,0
3;8;2017 Berlin race 2;11/06/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;2;1;46;0;18,3,0
3;8;2017 Berlin race 2;11/06/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;3;7;46;0;15,0,0
3;8;2017 Berlin race 2;11/06/2017;Daniel Abt;66;Audi Sport ABT;AUDI;4;8;46;0;12,0,0
3;8;2017 Berlin race 2;11/06/2017;Jose María López;37;Virgin-Citröen;VIRGIN;5;3;46;0;10,0,0
3;8;2017 Berlin race 2;11/06/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;6;5;46;0;8,0,0
3;8;2017 Berlin race 2;11/06/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;7;4;46;0;6,0,0
3;8;2017 Berlin race 2;11/06/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;8;10;46;0;4,0,0
3;8;2017 Berlin race 2;11/06/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;9;6;46;0;2,0,0
3;8;2017 Berlin race 2;11/06/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;10;20;46;0;1,0,0
3;8;2017 Berlin race 2;11/06/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;11;17;46;0;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;12;18;46;0;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;13;12;46;0;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Stephane Sarrazin;33;Techeetah-Renault;TECHEETAH;14;16;46;0;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Tom Dillmann;4;Venturi;VENTURI;15;15;46;0;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Adam Carroll;47;Jaguar;JAGUAR;16;19;46;0;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Mitch Evans;20;Jaguar;JAGUAR;17;9;46;0;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;18;14;46;0;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Loïc Duval;6;Dragon-Penske;DRAGON;99;11;46;1;0,0,0
3;8;2017 Berlin race 2;11/06/2017;Maro Engel;5;Venturi;VENTURI;99;13;46;1;0,0,1
3;9;2017 New York City;15/07/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;1;4;43;0;25,0,0
3;9;2017 New York City;15/07/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;2;3;43;0;18,0,0
3;9;2017 New York City;15/07/2017;Stephane Sarrazin;33;Techeetah-Renault;TECHEETAH;3;11;43;0;15,0,0
3;9;2017 New York City;15/07/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;4;10;43;0;12,0,0
3;9;2017 New York City;15/07/2017;Loïc Duval;6;Dragon-Penske;DRAGON;5;12;43;0;10,0,0
3;9;2017 New York City;15/07/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;6;8;43;0;8,0,0
3;9;2017 New York City;15/07/2017;Pierre Gasly;9;e.Dams-Renault;NISSAN_RENAULT;7;19;43;0;6,0,0
3;9;2017 New York City;15/07/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;8;9;43;0;4,0,0
3;9;2017 New York City;15/07/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;9;16;43;0;2,0,0
3;9;2017 New York City;15/07/2017;Adam Carroll;47;Jaguar;JAGUAR;10;13;43;0;1,0,0
3;9;2017 New York City;15/07/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;11;7;43;0;0,0,0
3;9;2017 New York City;15/07/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;12;18;43;0;0,0,0
3;9;2017 New York City;15/07/2017;Tom Dillmann;4;Venturi;VENTURI;13;15;43;0;0,0,0
3;9;2017 New York City;15/07/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;14;17;43;0;0,0,0
3;9;2017 New York City;15/07/2017;Daniel Abt;66;Audi Sport ABT;AUDI;99;2;43;1;0,0,0
3;9;2017 New York City;15/07/2017;Alex Lynn;37;Virgin-Citröen;VIRGIN;99;1;43;1;0,3,0
3;9;2017 New York City;15/07/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;99;5;43;1;0,0,0
3;9;2017 New York City;15/07/2017;Maro Engel;5;Venturi;VENTURI;99;20;43;1;0,0,1
3;9;2017 New York City;15/07/2017;Mitch Evans;20;Jaguar;JAGUAR;99;14;43;1;0,0,0
3;9;2017 New York City;15/07/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;99;6;43;1;0,0,0
3;10;2017 New York City race 2;16/07/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;1;1;49;0;25,3,0
3;10;2017 New York City race 2;16/07/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;2;2;49;0;18,0,0
3;10;2017 New York City race 2;16/07/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;3;5;49;0;15,0,0
3;10;2017 New York City race 2;16/07/2017;Pierre Gasly;9;e.Dams-Renault;NISSAN_RENAULT;4;4;49;0;12,0,0
3;10;2017 New York City race 2;16/07/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;5;9;49;0;10,0,0
3;10;2017 New York City race 2;16/07/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;6;14;49;0;8,0,0
3;10;2017 New York City race 2;16/07/2017;Tom Dillmann;4;Venturi;VENTURI;7;10;49;0;6,0,0
3;10;2017 New York City race 2;16/07/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;8;3;49;0;4,0,0
3;10;2017 New York City race 2;16/07/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;9;19;49;0;2,0,0
3;10;2017 New York City race 2;16/07/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;10;14;49;0;1,0,0
3;10;2017 New York City race 2;16/07/2017;Adam Carroll;47;Jaguar;JAGUAR;11;18;49;0;0,0,0
3;10;2017 New York City race 2;16/07/2017;Stephane Sarrazin;33;Techeetah-Renault;TECHEETAH;12;11;49;0;0,0,0
3;10;2017 New York City race 2;16/07/2017;Loïc Duval;6;Dragon-Penske;DRAGON;13;17;49;0;0,0,0
3;10;2017 New York City race 2;16/07/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;14;7;49;0;0,0,0
3;10;2017 New York City race 2;16/07/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;15;16;49;0;0,0,0
3;10;2017 New York City race 2;16/07/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;16;20;49;0;0,0,0
3;10;2017 New York City race 2;16/07/2017;Alex Lynn;37;Virgin-Citröen;VIRGIN;99;15;49;1;0,0,0
3;10;2017 New York City race 2;16/07/2017;Daniel Abt;66;Audi Sport ABT;AUDI;99;8;49;1;0,0,1
3;10;2017 New York City race 2;16/07/2017;Maro Engel;5;Venturi;VENTURI;99;6;49;1;0,0,0
3;10;2017 New York City race 2;16/07/2017;Mitch Evans;20;Jaguar;JAGUAR;99;12;49;1;0,0,0
3;11;2017 Montreal;29/07/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;1;1;35;0;25,3,0
3;11;2017 Montreal;29/07/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;2;5;35;0;18,0,0
3;11;2017 Montreal;29/07/2017;Stephane Sarrazin;33;Techeetah-Renault;TECHEETAH;3;2;35;0;15,0,0
3;11;2017 Montreal;29/07/2017;Daniel Abt;66;Audi Sport ABT;AUDI;4;11;35;0;12,0,0
3;11;2017 Montreal;29/07/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;5;18;35;0;10,0,0
3;11;2017 Montreal;29/07/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;6;4;35;0;8,0,0
3;11;2017 Montreal;29/07/2017;Mitch Evans;20;Jaguar;JAGUAR;7;6;35;0;6,0,0
3;11;2017 Montreal;29/07/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;8;13;35;0;4,0,0
3;11;2017 Montreal;29/07/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;9;3;35;0;2,0,0
3;11;2017 Montreal;29/07/2017;Tom Dillmann;4;Venturi;VENTURI;10;9;35;0;1,0,0
3;11;2017 Montreal;29/07/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;11;20;35;0;0,0,0
3;11;2017 Montreal;29/07/2017;Maro Engel;5;Venturi;VENTURI;12;17;35;0;0,0,0
3;11;2017 Montreal;29/07/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;13;19;35;0;0,0,0
3;11;2017 Montreal;29/07/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;14;15;35;0;0,0,0
3;11;2017 Montreal;29/07/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;15;8;35;0;0,0,0
3;11;2017 Montreal;29/07/2017;Adam Carroll;47;Jaguar;JAGUAR;16;7;35;0;0,0,0
3;11;2017 Montreal;29/07/2017;Jose María López;37;Virgin-Citröen;VIRGIN;99;16;35;1;0,0,0
3;11;2017 Montreal;29/07/2017;Loïc Duval;6;Dragon-Penske;DRAGON;99;10;35;1;0,0,1
3;11;2017 Montreal;29/07/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;99;14;35;1;0,0,0
3;11;2017 Montreal;29/07/2017;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;99;12;35;1;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;1;3;37;0;25,0,0
3;12;2017 Montreal race 2;30/07/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;2;1;37;0;18,3,0
3;12;2017 Montreal race 2;30/07/2017;Jose María López;37;Virgin-Citröen;VIRGIN;3;11;37;0;15,0,0
3;12;2017 Montreal race 2;30/07/2017;Sam Bird;2;Virgin-Citröen;VIRGIN;4;2;37;0;12,0,0
3;12;2017 Montreal race 2;30/07/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;5;4;37;0;10,0,0
3;12;2017 Montreal race 2;30/07/2017;Daniel Abt;66;Audi Sport ABT;AUDI;6;6;37;0;8,0,0
3;12;2017 Montreal race 2;30/07/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;7;5;37;0;6,0,0
3;12;2017 Montreal race 2;30/07/2017;Stephane Sarrazin;33;Techeetah-Renault;TECHEETAH;8;9;37;0;4,0,0
3;12;2017 Montreal race 2;30/07/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;9;10;37;0;2,0,0
3;12;2017 Montreal race 2;30/07/2017;Tom Dillmann;4;Venturi;VENTURI;10;7;37;0;1,0,0
3;12;2017 Montreal race 2;30/07/2017;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;11;13;37;0;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Mitch Evans;20;Jaguar;JAGUAR;12;17;37;0;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;13;15;37;0;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Adam Carroll;47;Jaguar;JAGUAR;14;19;37;0;0,0,0
3;12;2017 Montreal race 2;30/07/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;15;14;37;0;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;16;8;37;0;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;17;16;37;0;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Maro Engel;5;Venturi;VENTURI;18;18;37;0;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Loïc Duval;6;Dragon-Penske;DRAGON;99;12;37;1;0,0,0
3;12;2017 Montreal race 2;30/07/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;99;20;37;1;0,0,1
4;1;2017 Hong Kong;02/12/2017;Sam Bird;2;Virgin-Citroën;VIRGIN;1;2;43;0;25,0,0
4;1;2017 Hong Kong;02/12/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;2;1;43;0;18,3,0
4;1;2017 Hong Kong;02/12/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;3;3;43;0;15,0,0
4;1;2017 Hong Kong;02/12/2017;Nelson Piquet Jr.;3;Jaguar;JAGUAR;4;10;43;0;12,0,0
4;1;2017 Hong Kong;02/12/2017;Daniel Abt;66;Audi;AUDI;5;4;43;0;10,0,1
4;1;2017 Hong Kong;02/12/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;6;8;43;0;8,0,0
4;1;2017 Hong Kong;02/12/2017;Edoardo Mortara;4;Venturi;VENTURI;7;18;43;0;6,0,0
4;1;2017 Hong Kong;02/12/2017;Alex Lynn;36;Virgin-Citroën;VIRGIN;8;16;43;0;4,0,0
4;1;2017 Hong Kong;02/12/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;9;17;43;0;2,0,0
4;1;2017 Hong Kong;02/12/2017;Luca Filippi;68;NIO;NIO_NEXTEV;10;15;43;0;1,0,0
4;1;2017 Hong Kong;02/12/2017;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;11;9;43;0;0,0,0
4;1;2017 Hong Kong;02/12/2017;Mitch Evans;20;Jaguar;JAGUAR;12;19;43;0;0,0,0
4;1;2017 Hong Kong;02/12/2017;Maro Engel;5;Venturi;VENTURI;13;14;43;0;0,0,0
4;1;2017 Hong Kong;02/12/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;14;5;43;0;0,0,0
4;1;2017 Hong Kong;02/12/2017;Kamui Kobayashi;27;Andretti-BMW;BMW_ANDRETTI;15;13;43;0;0,0,0
4;1;2017 Hong Kong;02/12/2017;Oliver Turvey;16;NIO;NIO_NEXTEV;16;7;43;0;0,0,0
4;1;2017 Hong Kong;02/12/2017;Lucas di Grassi;1;Audi;AUDI;17;6;43;0;0,0,0
4;1;2017 Hong Kong;02/12/2017;Neel Jani;6;Dragon-Penske;DRAGON;18;20;43;0;0,0,0
4;1;2017 Hong Kong;02/12/2017;Andre Lotterer;18;Techeetah-Renault;TECHEETAH;99;12;43;1;0,0,0
4;1;2017 Hong Kong;02/12/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;99;11;43;1;0,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Felix Rosenqvist;19;Mahindra;MAHINDRA;1;1;45;0;25,3,1
4;2;2017 Hong Kong race 2;03/12/2017;Edoardo Mortara;4;Venturi;VENTURI;2;2;45;0;18,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Mitch Evans;20;Jaguar;JAGUAR;3;4;45;0;15,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;4;7;45;0;12,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Sam Bird;2;Virgin-Citroën;VIRGIN;5;13;45;0;10,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Oliver Turvey;16;NIO;NIO_NEXTEV;6;9;45;0;8,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Maro Engel;5;Venturi;VENTURI;7;15;45;0;6,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;8;14;45;0;4,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Alex Lynn;36;Virgin-Citroën;VIRGIN;9;5;45;0;2,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;10;20;45;0;1,0,0
4;2;2017 Hong Kong race 2;03/12/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;11;6;45;0;0,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Nelson Piquet Jr.;3;Jaguar;JAGUAR;12;11;45;0;0,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Lucas di Grassi;1;Audi;AUDI;13;12;45;0;0,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Andre Lotterer;18;Techeetah-Renault;TECHEETAH;14;17;45;0;0,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;15;18;45;0;0,0,0
4;2;2017 Hong Kong race 2;03/12/2017;Nick Heidfeld;23;Mahindra;MAHINDRA;16;10;45;0;0,0,0
